2.88	3.22	2.24	1.63	2.1	4.4	2.0	1.0	1.0	1.0	2	2	2.0	1.67	0.67	2.5	2.5	1.17	1.0	0	0	0	1	0
1.25	5.04	10.15	1.56	2.24	214.34	0.0	0.0	0.0	0.0	3	2	0.5	2.0	2.33	1.33	1.17	0.83	1.0	0	0	0	1	0
1.69	3.41	4.6	1.86	1.87	-5.51	0.0	0.0	0.0	0.0	2	1	1.0	1.0	1.0	3.0	0.83	0.0	0.0	2	2	0	1	2
1.42	3.8	7.25	1.71	2.02	172.2	0.0	0.0	0.0	0.0	2	1	1.17	2.83	2.17	0.83	0.83	1.0	1.0	0	0	0	1	0
1.82	3.34	3.99	1.89	1.85	-16.63	1.0	1.0	1.0	1.0	1	1	1.17	0.83	1.33	0.5	0.5	1.0	0.0	2	3	1	0	4
1.27	4.84	9.43	1.68	2.05	124.03	0.0	0.0	1.0	0.0	1	0	0.67	1.67	2.5	0.67	0.5	1.0	0.0	5	5	0	0	5
2.61	3.2	2.46	2.0	1.72	8.85	0.0	1.0	1.0	0.0	1	1	1.5	0.5	0.83	1.33	1.17	1.5	2.0	-2	0	2	1	2
1.93	3.27	3.59	2.02	1.7	26.8	0.0	0.0	0.0	0.0	2	1	1.33	1.0	0.83	1.83	0.5	0.67	2.0	-1	0	1	1	1
2.93	3.24	2.2	1.97	1.76	-20.1	2.0	1.0	1.0	2.0	1	1	1.83	0.33	0.67	1.17	1.17	1.17	0.0	1	1	0	1	1
1.66	3.4	4.9	1.96	1.78	205.13	0.0	0.0	0.0	0.0	3	1	0.83	1.83	1.83	1.83	0.5	1.0	1.0	0	1	1	1	2
2.22	3.21	2.97	1.92	1.8	-57.62	2.0	1.0	1.0	2.0	1	1	1.83	0.67	1.17	1.17	1.33	1.33	1.0	0	2	2	0	4
1.24	5.05	9.72	1.72	1.98	21.02	0.0	0.0	0.0	0.0	2	1	1.5	1.17	1.67	1.67	0.83	1.33	0.0	1	1	0	1	1
2.16	3.21	3.01	1.97	1.76	-0.8	0.0	1.0	1.0	1.0	1	1	1.0	0.83	1.33	1.17	1.0	1.5	0.0	1	2	1	0	3
1.93	3.24	3.59	1.98	1.73	-6.74	1.0	1.0	1.0	1.0	1	1	1.17	1.33	1.5	0.83	1.17	1.83	0.0	3	3	0	0	3
1.84	3.31	3.89	1.74	1.96	-14.11	0.0	0.0	1.0	0.0	2	1	1.67	1.17	1.33	1.5	0.83	0.5	0.0	2	2	0	1	2
1.85	3.3	3.85	1.84	1.89	20.23	0.0	0.0	0.0	0.0	2	1	1.67	0.83	0.5	1.83	0.67	0.83	1.0	0	2	2	0	4
1.32	4.35	8.3	1.65	2.08	43.33	0.0	0.0	0.0	0.0	1	0	0.67	1.17	2.0	1.83	1.0	0.5	0.0	1	2	1	0	3
2.68	3.21	2.38	1.85	1.88	-142.35	2.0	2.0	2.0	2.0	1	2	2.0	1.17	0.5	0.67	2.67	2.33	2.0	-4	0	4	0	4
1.19	5.57	11.98	1.47	2.42	110.43	0.0	0.0	0.0	0.0	2	1	0.83	1.5	2.0	2.5	1.0	0.33	1.0	0	2	2	0	4
2.1	3.21	3.16	1.92	1.81	4.15	0.0	1.0	1.0	0.0	2	2	2.33	1.17	0.5	1.67	1.0	1.0	0.0	4	4	0	0	4
1.71	3.35	4.49	1.7	2.01	155.68	0.0	0.0	0.0	0.0	3	1	1.17	2.33	1.67	2.5	2.0	1.17	1.0	0	1	1	1	2
2.74	3.22	2.32	1.82	1.92	-249.27	2.0	1.0	2.0	2.0	2	2	2.33	2.0	1.33	0.17	2.33	3.0	2.0	-1	1	2	0	3
2.13	3.21	3.11	1.82	1.91	-20.17	0.0	1.0	1.0	0.0	2	2	1.83	1.0	1.17	2.0	2.17	1.33	2.0	-1	0	1	1	1
1.3	4.54	8.77	1.64	2.13	39.25	0.0	0.0	1.0	0.0	2	1	1.67	1.5	1.17	1.67	2.0	1.67	0.0	1	1	0	1	1
1.91	3.26	3.68	1.82	1.92	-9.1	0.0	0.0	0.0	0.0	3	2	1.83	1.33	1.17	2.17	1.0	0.17	0.0	2	2	0	1	2
2.31	3.21	2.78	1.87	1.86	83.76	0.0	0.0	0.0	0.0	3	2	1.17	1.5	1.67	2.5	1.33	0.67	0.0	1	1	0	1	1
1.25	5.03	9.81	1.64	2.11	150.0	0.0	0.0	1.0	0.0	1	0	0.33	1.33	2.33	0.67	1.0	1.67	0.0	2	2	0	1	2
2.35	3.17	2.79	2.03	1.7	26.21	0.0	1.0	1.0	0.0	1	1	0.83	0.83	1.5	1.0	0.83	0.83	1.0	0	1	1	1	2
1.98	3.23	3.44	2.01	1.72	0.22	1.0	1.0	1.0	1.0	1	1	1.83	0.33	0.17	0.67	0.83	1.67	2.0	-1	0	1	1	1
2.13	3.22	3.1	1.97	1.75	69.6	0.0	1.0	1.0	0.0	1	1	0.67	0.83	1.67	1.33	0.83	1.33	0.0	1	2	1	0	3
2.23	3.23	2.92	1.96	1.79	18.35	0.0	0.0	1.0	0.0	2	1	1.5	1.67	1.67	0.67	1.17	2.17	2.0	-3	0	3	0	3
2.23	3.21	2.94	1.94	1.78	67.75	0.0	1.0	0.0	0.0	1	1	0.67	1.33	2.17	1.5	0.5	0.17	1.0	0	2	2	0	4
1.65	3.46	4.83	1.92	1.81	-33.11	1.0	1.0	1.0	1.0	1	1	1.33	1.17	1.33	1.0	1.5	1.83	0.0	2	2	0	1	2
4.29	3.33	1.76	1.99	1.73	-111.78	2.0	2.0	1.0	2.0	1	2	1.0	1.5	1.83	0.67	1.83	2.67	2.0	-1	0	1	1	1
2.77	3.21	2.33	1.97	1.75	-32.88	2.0	1.0	1.0	2.0	1	1	1.0	0.83	0.83	1.0	1.33	1.67	1.0	0	2	2	0	4
2.34	3.2	2.73	1.98	1.75	-162.79	2.0	2.0	1.0	2.0	1	2	1.5	1.17	1.0	0.33	1.33	2.17	0.0	1	1	0	1	1
1.73	3.38	4.31	1.92	1.76	-9.9	0.0	0.0	1.0	1.0	2	1	1.17	0.67	1.17	1.17	1.0	1.33	0.0	1	4	3	0	7
1.61	3.54	4.93	1.7	2.0	44.72	0.0	0.0	0.0	0.0	2	1	1.5	1.5	1.33	2.0	1.0	0.67	2.0	-1	2	3	0	5
2.28	3.21	2.83	1.81	1.92	-1.39	0.0	0.0	1.0	0.0	2	1	1.67	0.83	0.83	1.83	1.0	0.67	2.0	-3	0	3	0	3
3.56	3.28	1.94	1.73	2.0	46.69	0.0	0.0	1.0	0.0	2	1	1.5	1.33	1.17	1.33	1.0	1.83	1.0	0	1	1	1	2
1.91	3.23	3.68	1.68	2.04	99.72	0.0	0.0	0.0	0.0	2	1	1.17	1.67	1.83	1.5	1.33	1.17	0.0	1	2	1	0	3
4.34	3.38	1.73	1.72	2.01	-106.8	2.0	1.0	2.0	2.0	1	1	1.33	1.33	1.17	0.67	2.0	2.33	1.0	0	1	1	1	2
2.65	3.2	2.42	1.87	1.86	-144.21	2.0	2.0	2.0	2.0	1	2	1.17	1.33	1.33	0.5	2.17	2.0	2.0	-2	0	2	1	2
2.29	3.22	2.8	1.95	1.79	-13.49	0.0	1.0	2.0	1.0	1	1	2.0	1.0	0.33	1.17	2.0	1.33	2.0	-2	1	3	0	4
1.55	3.57	5.56	1.71	2.03	215.19	0.0	0.0	0.0	0.0	3	1	0.67	2.17	2.5	2.33	1.0	0.17	0.0	2	2	0	1	2
1.9	3.27	3.67	1.89	1.85	25.9	0.0	1.0	1.0	0.0	1	1	2.33	0.83	0.17	2.0	1.33	1.5	1.0	0	0	0	1	0
1.26	4.9	9.73	1.63	2.11	24.35	0.0	0.0	0.0	0.0	2	1	1.33	1.0	0.83	2.17	0.67	0.17	0.0	1	3	2	0	5
4.95	3.45	1.65	1.9	1.85	-117.11	2.0	2.0	2.0	2.0	1	2	2.33	1.0	0.17	0.5	1.33	2.67	2.0	-1	0	1	1	1
2.42	3.2	2.66	1.94	1.78	2.67	0.0	0.0	1.0	1.0	2	1	1.83	0.5	0.17	2.0	0.33	0.33	0.0	2	2	0	1	2
1.69	3.4	4.63	1.98	1.73	9.5	0.0	1.0	1.0	0.0	1	1	1.33	1.0	0.83	1.33	0.67	0.67	2.0	-1	1	2	0	3
2.28	3.21	2.87	2.02	1.68	25.66	0.0	1.0	1.0	0.0	1	1	1.17	1.0	1.17	1.5	1.0	0.83	1.0	0	0	0	1	0
2.59	3.2	2.46	2.0	1.73	18.23	2.0	1.0	2.0	2.0	2	2	2.67	0.67	0.0	1.17	1.0	1.17	1.0	0	1	1	1	2
1.94	3.25	3.55	1.99	1.73	17.29	1.0	1.0	1.0	1.0	1	1	0.83	0.83	1.33	1.33	1.33	1.5	1.0	0	2	2	0	4
1.65	3.46	4.91	1.86	1.88	-7.62	2.0	2.0	1.0	2.0	1	2	1.67	0.83	0.33	1.0	1.17	1.5	2.0	-1	1	2	0	3
2.12	3.18	3.17	1.94	1.78	44.56	0.0	1.0	1.0	0.0	1	1	0.83	1.5	2.0	0.83	1.33	1.83	0.0	3	3	0	0	3
1.27	4.84	9.12	1.69	2.03	-18.58	1.0	1.0	1.0	1.0	1	1	0.67	1.5	2.33	0.83	1.67	2.0	0.0	2	2	0	1	2
1.59	3.54	5.27	1.83	1.9	3.35	0.0	1.0	1.0	0.0	1	1	1.0	0.67	1.33	1.0	2.0	1.83	1.0	0	0	0	1	0
1.98	3.23	3.49	1.97	1.77	7.88	0.0	1.0	1.0	1.0	1	1	0.5	1.33	2.0	0.67	1.67	1.83	1.0	0	0	0	1	0
2.28	3.21	2.83	1.99	1.74	148.01	0.0	0.0	0.0	0.0	2	1	0.5	1.33	1.5	1.5	0.83	1.0	1.0	0	0	0	1	0
2.18	3.21	3.0	1.96	1.77	-7.04	1.0	2.0	1.0	1.0	0	1	2.33	1.17	0.5	0.5	0.83	1.17	1.0	0	1	1	1	2
5.02	3.48	1.62	1.79	1.95	0.3	0.0	1.0	1.0	0.0	1	1	0.33	1.0	1.33	0.67	2.17	2.5	2.0	-1	1	2	0	3
2.05	3.24	3.27	1.8	1.92	179.75	0.0	0.0	0.0	0.0	2	1	1.33	2.17	2.0	1.0	0.83	1.17	1.0	0	1	1	1	2
2.21	3.2	2.94	1.93	1.79	-44.79	2.0	1.0	1.0	1.0	1	1	1.0	0.33	0.67	1.0	2.17	2.17	1.0	0	1	1	1	2
1.57	3.52	5.41	1.69	2.03	121.96	0.0	0.0	0.0	0.0	2	1	1.17	2.0	1.83	1.83	0.67	0.17	0.0	4	5	1	0	6
3.27	3.22	2.06	1.81	1.93	193.07	0.0	0.0	0.0	0.0	2	1	0.67	2.83	2.33	1.33	1.5	1.5	1.0	0	0	0	1	0
3.04	3.22	2.19	1.9	1.84	1.6	0.0	0.0	1.0	1.0	2	1	0.5	2.17	2.0	0.5	1.67	2.67	2.0	-1	1	2	0	3
2.44	3.19	2.63	1.98	1.77	-145.6	2.0	2.0	1.0	2.0	1	2	0.67	0.67	1.33	0.67	2.17	1.83	1.0	0	1	1	1	2
1.83	3.27	3.93	1.8	1.93	9.0	2.0	1.0	0.0	2.0	2	2	0.67	2.17	1.83	0.83	1.5	1.5	0.0	3	3	0	0	3
3.32	3.23	2.02	1.91	1.82	-183.12	2.0	2.0	2.0	2.0	1	3	2.67	1.0	0.67	0.5	1.83	1.83	2.0	-3	1	4	0	5
1.67	3.43	4.61	1.86	1.87	100.71	0.0	0.0	0.0	0.0	2	1	0.67	1.83	1.83	2.0	1.17	1.0	0.0	2	3	1	0	4
2.01	3.24	3.33	1.77	1.98	88.91	0.0	0.0	0.0	0.0	2	1	0.83	2.33	2.17	1.33	2.17	1.67	0.0	4	5	1	0	6
3.01	3.24	2.17	1.71	2.01	-144.81	2.0	2.0	2.0	2.0	1	2	2.17	1.67	1.5	1.0	2.83	2.17	2.0	-3	0	3	0	3
2.21	3.21	2.96	1.74	1.97	238.65	1.0	0.0	0.0	1.0	2	1	0.67	3.17	2.67	0.5	2.0	2.33	1.0	0	0	0	1	0
3.65	3.27	1.92	1.83	1.92	-281.39	2.0	2.0	2.0	2.0	1	2	1.0	1.33	1.67	0.5	3.0	2.67	2.0	-2	2	4	0	6
2.17	3.25	3.0	1.92	1.82	-91.1	0.0	2.0	1.0	0.0	1	2	0.83	0.83	1.5	1.0	2.33	1.83	0.0	3	3	0	0	3
1.75	3.38	4.29	1.91	1.83	21.52	1.0	1.0	1.0	1.0	1	1	1.33	1.5	1.33	1.5	1.17	1.33	0.0	1	1	0	1	1
3.03	3.22	2.17	1.92	1.82	10.99	0.0	1.0	1.0	1.0	2	2	1.17	1.0	1.0	1.33	1.17	1.33	1.0	0	0	0	1	0
1.56	3.53	5.51	1.94	1.79	236.1	0.0	0.0	0.0	0.0	2	1	0.67	2.17	2.5	1.0	0.83	1.33	0.0	2	3	1	0	4
1.83	3.32	3.91	1.94	1.79	-23.6	0.0	1.0	1.0	0.0	2	2	2.17	1.0	1.0	1.0	0.67	1.33	0.0	1	1	0	1	1
1.66	3.44	4.94	2.01	1.71	55.94	0.0	1.0	1.0	0.0	1	1	0.67	0.67	1.33	0.83	0.67	1.33	0.0	1	3	2	0	5
2.59	3.21	2.45	1.9	1.81	28.5	0.0	0.0	1.0	0.0	2	1	1.33	1.33	1.5	1.0	1.0	1.33	0.0	1	1	0	1	1
1.32	4.41	8.29	1.71	1.99	38.95	0.0	0.0	1.0	0.0	2	1	1.17	1.0	1.17	1.67	0.83	0.33	1.0	0	0	0	1	0
2.19	3.23	2.97	1.8	1.94	127.46	0.0	0.0	0.0	0.0	2	1	1.33	2.17	2.17	1.17	0.67	0.83	2.0	-2	1	3	0	4
1.34	4.28	8.0	1.61	2.15	177.31	0.0	0.0	0.0	0.0	2	1	0.67	2.17	2.33	1.17	1.0	1.0	0.0	2	3	1	0	4
1.78	3.35	4.08	1.77	1.95	21.75	0.0	0.0	1.0	0.0	2	1	1.67	1.17	0.83	1.33	0.83	1.17	0.0	3	3	0	0	3
2.07	3.23	3.22	1.92	1.83	85.07	0.0	0.0	0.0	0.0	2	1	0.83	1.5	1.0	1.33	1.5	1.33	2.0	-1	1	2	0	3
3.57	3.26	1.93	1.86	1.88	88.26	0.0	0.0	0.0	0.0	2	1	1.17	1.83	1.83	1.0	1.33	1.5	0.0	2	2	0	1	2
2.84	3.21	2.26	1.94	1.8	-30.25	0.0	0.0	2.0	0.0	2	1	1.83	0.83	1.17	1.0	2.0	2.17	2.0	-3	0	3	0	3
1.7	3.4	4.55	1.81	1.92	245.77	0.0	0.0	0.0	0.0	2	1	0.33	2.17	3.0	1.5	1.0	0.83	0.0	3	3	0	0	3
1.51	3.65	5.9	1.71	2.02	267.14	0.0	0.0	0.0	0.0	2	1	0.17	2.33	3.0	1.33	1.5	1.67	0.0	1	1	0	1	1
1.59	3.58	5.23	1.76	1.96	-189.34	1.0	1.0	1.0	1.0	1	1	0.33	1.0	2.33	0.17	2.17	3.0	0.0	3	3	0	0	3
1.65	3.4	4.88	1.98	1.74	188.8	0.0	0.0	0.0	0.0	2	1	0.67	1.83	2.5	1.33	1.0	0.83	1.0	0	1	1	1	2
2.06	3.22	3.28	1.78	1.96	73.05	0.0	0.0	1.0	0.0	3	2	2.17	2.5	1.33	0.83	1.5	2.17	2.0	-2	1	3	0	4
1.56	3.56	5.56	1.8	1.93	130.5	0.0	0.0	0.0	0.0	2	1	1.0	1.67	2.17	2.17	1.17	1.17	1.0	0	0	0	1	0
2.55	3.18	2.52	1.93	1.77	-6.8	0.0	0.0	1.0	1.0	2	1	1.17	0.83	1.0	0.83	1.33	1.83	1.0	0	0	0	1	0
2.68	3.18	2.43	1.99	1.74	-19.69	0.0	1.0	1.0	1.0	1	1	0.67	1.33	1.5	0.5	1.17	2.0	2.0	-1	1	2	0	3
3.43	3.25	1.99	1.95	1.76	-32.88	2.0	2.0	1.0	2.0	1	2	1.5	1.0	0.83	0.83	1.33	1.33	2.0	-1	1	2	0	3
1.8	3.33	4.03	2.06	1.67	34.85	0.0	1.0	1.0	0.0	1	1	0.83	1.17	1.33	1.17	1.17	1.5	2.0	-2	0	2	1	2
1.44	3.82	6.84	1.81	1.93	300.2	0.0	0.0	0.0	0.0	2	1	0.5	2.67	3.0	1.33	1.17	1.0	0.0	2	2	0	1	2
1.62	3.5	5.04	1.89	1.83	4.2	2.0	2.0	1.0	2.0	1	2	1.67	0.67	0.5	1.67	1.0	0.67	0.0	1	2	1	0	3
2.71	3.24	2.34	1.83	1.9	22.5	0.0	1.0	1.0	1.0	1	1	1.0	1.0	1.5	1.5	1.0	1.17	0.0	1	1	0	1	1
2.14	3.21	3.09	1.88	1.85	-24.61	2.0	2.0	1.0	1.0	1	2	1.5	1.83	1.67	0.67	1.17	1.83	0.0	2	2	0	1	2
1.7	3.39	4.48	1.86	1.86	56.68	0.0	0.0	0.0	0.0	2	1	0.83	0.83	1.33	1.83	0.67	0.67	2.0	-1	0	1	1	1
2.44	3.19	2.62	1.92	1.81	-26.4	2.0	1.0	1.0	2.0	1	1	1.67	0.83	1.0	0.83	0.83	1.33	2.0	-1	0	1	1	1
2.25	3.22	2.86	1.97	1.76	-15.09	2.0	1.0	1.0	2.0	1	1	0.83	1.0	1.67	1.17	1.5	1.67	0.0	1	1	0	1	1
2.17	3.21	3.01	1.94	1.8	82.32	0.0	0.0	1.0	0.0	2	1	1.5	1.83	1.67	0.83	1.0	1.67	1.0	0	1	1	1	2
2.63	3.18	2.44	1.95	1.79	-20.06	1.0	1.0	1.0	1.0	1	1	0.83	0.67	1.33	1.17	1.33	1.5	1.0	0	1	1	1	2
1.39	4.04	7.32	1.72	2.01	73.03	0.0	0.0	1.0	0.0	2	1	0.83	1.33	1.67	0.83	0.67	1.33	0.0	1	1	0	1	1
2.04	3.24	3.26	2.01	1.71	-36.77	0.0	0.0	2.0	1.0	2	1	1.33	1.0	1.0	1.17	2.33	1.67	1.0	0	1	1	1	2
2.48	3.18	2.61	1.99	1.74	-16.24	0.0	1.0	1.0	0.0	2	2	1.67	1.0	1.17	1.5	1.0	0.67	1.0	0	1	1	1	2
3.64	3.26	1.92	1.97	1.76	11.07	0.0	0.0	1.0	0.0	2	1	1.5	1.0	0.67	1.5	1.17	1.17	1.0	0	0	0	1	0
3.45	3.23	2.0	2.09	1.66	-49.86	1.0	2.0	1.0	1.0	0	1	1.0	0.83	0.83	0.5	1.33	1.83	2.0	-1	0	1	1	1
1.84	3.26	3.97	2.11	1.63	-5.17	1.0	1.0	1.0	1.0	1	1	1.0	0.67	0.67	1.5	0.33	0.17	1.0	0	0	0	1	0
2.65	3.18	2.45	2.15	1.62	-7.69	2.0	2.0	1.0	2.0	1	2	1.67	0.67	0.33	0.83	0.5	0.67	0.0	2	2	0	1	2
1.85	3.28	3.88	2.13	1.63	1.38	2.0	1.0	1.0	2.0	1	1	1.17	0.5	0.5	1.83	1.33	1.17	0.0	1	1	0	1	1
2.02	3.23	3.37	2.17	1.6	3.25	1.0	1.0	1.0	1.0	1	1	1.0	0.67	1.0	1.0	0.5	0.83	0.0	1	1	0	1	1
2.16	3.2	3.06	2.11	1.64	16.0	1.0	0.0	1.0	1.0	1	0	0.83	0.33	0.83	1.33	1.33	1.67	1.0	0	0	0	1	0
1.62	3.44	5.1	1.93	1.79	27.45	0.0	1.0	0.0	0.0	1	1	1.5	2.0	1.17	0.67	0.17	0.83	2.0	-1	2	3	0	5
4.53	3.33	1.73	2.04	1.7	-154.5	1.0	1.0	1.0	1.0	1	1	0.83	0.67	1.33	0.5	1.83	3.0	1.0	0	0	0	1	0
1.85	3.26	3.89	2.02	1.69	-0.85	2.0	1.0	1.0	2.0	1	1	0.5	1.0	1.67	1.17	1.0	1.0	2.0	-1	1	2	0	3
2.66	3.2	2.4	1.85	1.88	-17.6	2.0	2.0	2.0	2.0	1	2	2.17	0.5	0.17	1.33	1.83	1.83	0.0	1	2	1	0	3
1.31	4.45	8.57	1.57	2.21	101.33	0.0	0.0	0.0	0.0	2	1	0.67	1.67	2.33	1.5	1.67	1.33	0.0	1	1	0	1	1
2.48	3.21	2.59	1.89	1.85	-54.24	2.0	1.0	1.0	1.0	1	1	1.33	1.33	1.17	0.5	1.5	1.83	0.0	1	2	1	0	3
1.73	3.34	4.42	1.88	1.86	-6.41	0.0	0.0	1.0	1.0	2	1	1.0	0.83	1.5	1.5	1.33	1.17	2.0	-1	2	3	0	5
1.54	3.6	5.69	1.67	2.07	50.25	0.0	0.0	0.0	0.0	2	1	1.33	1.5	1.67	1.83	0.5	0.5	2.0	-1	1	2	0	3
1.59	3.54	5.27	1.78	1.97	25.22	0.0	1.0	0.0	1.0	1	1	1.0	1.5	1.33	1.5	1.33	1.17	0.0	3	5	2	0	7
1.67	3.45	4.64	1.71	2.04	30.32	0.0	0.0	0.0	0.0	2	1	2.0	1.5	1.17	2.83	1.17	0.67	0.0	1	1	0	1	1
1.3	4.52	8.8	1.53	2.31	208.25	0.0	0.0	0.0	0.0	3	1	0.33	1.5	2.0	1.83	1.5	1.5	0.0	2	3	1	0	4
1.8	3.29	4.12	1.7	2.01	144.86	0.0	0.0	0.0	0.0	3	2	1.0	2.17	1.67	2.5	1.33	1.0	1.0	0	1	1	1	2
